Value Set Name,Code System,Logical Definition,Code,Code Description
Tumor Marker Test Value Set,LOINC,,38531-0,BRCA2 gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,39004-7,Epidermal growth factor receptor Ag [Presence] in Tissue
Tumor Marker Test Value Set,LOINC,,39458-5,Beta-2-Microglobulin [Moles/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,39773-7,Beta-2-Microglobulin/Creatinine [Molar ratio] in Urine
Tumor Marker Test Value Set,LOINC,,40552-2,CD117 Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,40556-3,Estrogen receptor Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,40557-1,Progesterone receptor Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,40618-1,Cancer Ag 125 [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,40621-5,Carcinoembryonic Ag [Mass/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,40622-3,Carcinoembryonic Ag [Mass/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,41292-4,Soluble mesothelin related proteins [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,42782-3,Epidermal growth factor receptor.phosphorylated Ag [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,42875-5,CD22 cells/100 cells in Body fluid
Tumor Marker Test Value Set,LOINC,,42914-2,HER2 [Mass/volume] in Serum by Immunoassay
Tumor Marker Test Value Set,LOINC,,43368-0,Microsatellite instability [Identifier] in Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,43399-5,JAK2 gene p.Val617Phe [Presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,43799-6,Choriogonadotropin.beta subunit [Presence] in Specimen
Tumor Marker Test Value Set,LOINC,,43800-2,Choriogonadotropin.beta subunit [Presence] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,43818-4,Beta-2-Microglobulin [Presence] in Serum
Tumor Marker Test Value Set,LOINC,,43819-2,Beta-2-Microglobulin [Presence] in Urine
Tumor Marker Test Value Set,LOINC,,43919-0,Beta-2-Microglobulin [Presence] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,44303-6,Beta-2-Microglobulin/Creatinine [Mass Ratio] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,44802-7,Enolase.neuron specific [Mass/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,45284-7,DPYD gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,47012-0,Cancer Ag 72-4 [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,47053-4,Enolase.neuron specific [Mass/volume] in Cerebral spinal fluid by Immunoassay
Tumor Marker Test Value Set,LOINC,,47369-4,Calcitonin [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,47678-8,Lactate dehydrogenase [Enzymatic activity/volume] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,47738-0,Prostate specific Ag [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,47863-6,Lactate dehydrogenase [Enzymatic activity/time] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,47958-4,FLT3 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,48138-2,Enolase.neuron specific [Mass/volume] in Serum or Plasma by Radioimmunoassay (RIA)
Tumor Marker Test Value Set,LOINC,,48164-8,Enolase.neuron specific [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,48166-3,Beta-2-Microglobulin [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,48674-6,Genetic diseases [Identifier] in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,48676-1,HER2 [Interpretation] in Tissue
Tumor Marker Test Value Set,LOINC,,48677-9,Cancer Ag 125 [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,48684-5,X and Y chromosome [Interpretation] in Blood or Marrow by FISH--post bone marrow transplant
Tumor Marker Test Value Set,LOINC,,48730-6,X linked heterotaxy [Identifier] in Blood or Tissue by FISH Narrative
Tumor Marker Test Value Set,LOINC,,48972-4,FGFR2 gene+FGFR3 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,49028-4,Microdeletion syndromes [Identifier] in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,49039-1,Subtelomere analysis [Identifier] in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,49040-9,Subtelomere analysis [Interpretation] in Blood or Tissue by FISH Narrative
Tumor Marker Test Value Set,LOINC,,49063-1,Microdeletion syndromes in Specimen by FISH Nominal
Tumor Marker Test Value Set,LOINC,,49081-3,Beta-2-Microglobulin [Mass/volume] in Dialysis fluid
Tumor Marker Test Value Set,LOINC,,49490-6,BCR-ABL1 b2a2 fusion protein [Presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,49683-6,ERBB2 gene copy number/Chromosome 17 copy number in Tissue by FISH
Tumor Marker Test Value Set,LOINC,,49792-5,Somatostatin [Moles/volume] in Plasma
Tumor Marker Test Value Set,LOINC,,50020-7,Microdeletion syndromes in Blood or Tissue by FISH
Tumor Marker Test Value Set,LOINC,,50659-2,Chromosome analysis.interphase [Interpretation] in Bone marrow by FISH Narrative
Tumor Marker Test Value Set,LOINC,,50666-7,Nuclear matrix protein 22 [Presence] in Urine
Tumor Marker Test Value Set,LOINC,,50684-0,Chromosome analysis.interphase [Interpretation] in Blood by FISH Narrative
Tumor Marker Test Value Set,LOINC,,50775-6,Cancer Ag 125 [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,50776-4,Cancer Ag 15-3 [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,50777-2,Cancer Ag 15-3 [Units/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,50778-0,Cancer Ag 15-3 [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,50779-8,Cancer Ag 19-9 [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,50780-6,Cancer Ag 19-9 [Units/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,50781-4,Cancer Ag 19-9 [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,50782-2,Cancer Ag 27-29 [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,50824-2,Beta-2-Microglobulin [Moles/volume] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,51115-4,CD20 blasts/100 blasts in Bone marrow
Tumor Marker Test Value Set,LOINC,,51116-2,CD20 blasts/100 blasts in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,51124-6,CD22 blasts/100 blasts in Bone marrow
Tumor Marker Test Value Set,LOINC,,51125-3,CD22 blasts/100 blasts in Blood
Tumor Marker Test Value Set,LOINC,,51126-1,CD22 blasts/100 blasts in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,51127-9,CD22 blasts [Units/volume] in Bone marrow
Tumor Marker Test Value Set,LOINC,,51128-7,CD22 blasts [Units/volume] in Blood
Tumor Marker Test Value Set,LOINC,,51129-5,CD22 blasts [Units/volume] in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,51155-0,CD33 blasts/100 blasts in Bone marrow
Tumor Marker Test Value Set,LOINC,,51156-8,CD33 blasts/100 blasts in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,51157-6,CD33 blasts [Units/volume] in Bone marrow
Tumor Marker Test Value Set,LOINC,,51158-4,CD33 blasts [Units/volume] in Blood
Tumor Marker Test Value Set,LOINC,,51159-2,CD33 blasts [Units/volume] in Unspecified specimen
Tumor Marker Test Value Set,LOINC,,51183-2,CD117 Ag [Presence] in Bone marrow by Immune stain
Tumor Marker Test Value Set,LOINC,,51184-0,CD117 Ag [Presence] in Blood by Immune stain
Tumor Marker Test Value Set,LOINC,,51185-7,CD117 Ag [Presence] in Unspecified specimen by Immune stain
Tumor Marker Test Value Set,LOINC,,51291-3,CD33 cells/100 cells in Tissue
Tumor Marker Test Value Set,LOINC,,51292-1,CD33 cells/100 cells in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,51293-9,CD33 cells/100 cells in Bone marrow
Tumor Marker Test Value Set,LOINC,,51294-7,CD33 cells/100 cells in Body fluid
Tumor Marker Test Value Set,LOINC,,51867-0,"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript in Blood or Tissue by FISH"
Tumor Marker Test Value Set,LOINC,,51981-9,HER2 [Presence] in Serum by Immunoassay
Tumor Marker Test Value Set,LOINC,,53047-7,Chromogranin A [Mass/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,53620-1,KRAS gene mutations found [Identifier] in Bone marrow by Molecular genetics method Nominal
Tumor Marker Test Value Set,LOINC,,53628-4,20q chromosome deletion [Identifier] in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,53920-5,Thyroglobulin [Mass/volume] in Lymph node fine needle aspirate
Tumor Marker Test Value Set,LOINC,,53922-1,Thyroglobulin [Mass/volume] in Tissue fine needle aspirate
Tumor Marker Test Value Set,LOINC,,54356-1,Beta-2-Microglobulin [Mass/volume] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,54447-8,FLT3 gene targeted mutation analysis in Bone marrow by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,55180-4,Human epididymis protein 4 [Moles/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,55192-9,Chromosome analysis.interphase [Interpretation] in Amniotic fluid by FISH Narrative
Tumor Marker Test Value Set,LOINC,,55193-7,Chromosome analysis.interphase [Interpretation] in Chorionic villus sample by FISH Narrative
Tumor Marker Test Value Set,LOINC,,55868-4,Choriogonadotropin.beta subunit [Multiple of the median] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,55869-2,Choriogonadotropin.beta subunit [Mass/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,56030-0,Karyotype [Identifier] in Urine by FISH Narrative
Tumor Marker Test Value Set,LOINC,,56144-9,CHIC2 gene 4q12 deletion in Blood or Tissue by FISH
Tumor Marker Test Value Set,LOINC,,56497-1,Choriogonadotropin.beta subunit [Units] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,56662-0,Beta-2-Microglobulin [Moles/time] in 24 hour Urine
Tumor Marker Test Value Set,LOINC,,56786-7,Beta-2-Microglobulin.tumor marker [Mass/volume] in Serum
Tumor Marker Test Value Set,LOINC,,57038-2,Chromosome 12 aneuploidy in Amniotic fluid or Chorionic villus sample by FISH Nominal
Tumor Marker Test Value Set,LOINC,,57317-0,Chromosome 13+18+21+X+Y aneuploidy in Amniotic fluid or Chorionic villus sample by FISH Nominal
Tumor Marker Test Value Set,LOINC,,57318-8,Chromosome 13+18+21+X+Y aneuploidy in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,57371-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma by Immunoassay
Tumor Marker Test Value Set,LOINC,,57418-6,CD20 cells/100 cells in Body fluid
Tumor Marker Test Value Set,LOINC,,57453-3,Chromosome 18 aneuploidy in Amniotic fluid or Chorionic villus sample by FISH Nominal
Tumor Marker Test Value Set,LOINC,,57454-1,Chromosome 13 aneuploidy in Amniotic fluid or Chorionic villus sample by FISH Nominal
Tumor Marker Test Value Set,LOINC,,57664-5,Lactate dehydrogenase [Enzymatic activity/volume] in Semen
Tumor Marker Test Value Set,LOINC,,57802-1,Chromosome analysis.interphase [Interpretation] in Blood or Marrow by FISH Narrative
Tumor Marker Test Value Set,LOINC,,57906-0,9p21 chromosome deletion [Identifier] in Blood or Tissue by FISH Nominal
Tumor Marker Test Value Set,LOINC,,59040-6,Cancer Ag 125 [Units/volume] in Peritoneal dialysis fluid
Tumor Marker Test Value Set,LOINC,,59050-5,Chromosome analysis.interphase [Interpretation] in Specimen by FISH Narrative
Tumor Marker Test Value Set,LOINC,,59177-6,Beta-2-Microglobulin/Creatinine [Ratio] in Urine
Tumor Marker Test Value Set,LOINC,,5921-2,Lactate dehydrogenase [Enzymatic activity/volume] in Dialysis fluid
Tumor Marker Test Value Set,LOINC,,59217-0,Beta-2-Microglobulin [Mass/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,59218-8,Beta-2-Microglobulin [Mass/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,59220-4,Chromogranin A [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,59221-2,Prostate specific Ag [Mass/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,59223-8,Prostate specific Ag [Mass/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,59226-1,Chromogranin A [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,59227-9,Chromogranin A [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,59230-3,Prostate specific Ag [Mass/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,59241-0,Chromogranin A [Units/volume] in Body fluid
Tumor Marker Test Value Set,LOINC,,59267-5,Karyotype [Identifier] in Blood or Tissue by FISH Narrative
Tumor Marker Test Value Set,LOINC,,60017-1,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,60018-9,Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,60019-7,Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,60020-5,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,60021-3,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,60022-1,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,60023-9,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,60024-7,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,60588-1,"t(15;17)(q24.1;q21.1)(PML,RARA) bcr2 fusion transcript [Presence] in Blood or Tissue by Molecular genetics method"
Tumor Marker Test Value Set,LOINC,,62320-7,T-cell receptor excision circle [#/volume] in DBS by NAA with probe detection
Tumor Marker Test Value Set,LOINC,,62344-7,Chromosome analysis.metaphase panel - Blood by FISH
Tumor Marker Test Value Set,LOINC,,62345-4,Chromosome analysis.interphase panel - Blood by FISH
Tumor Marker Test Value Set,LOINC,,62346-2,Chromosome analysis.interphase panel - Amniotic fluid by FISH
Tumor Marker Test Value Set,LOINC,,62347-0,Chromosome analysis.prenatal panel by FISH
Tumor Marker Test Value Set,LOINC,,62354-6,Chromosome analysis.metaphase panel - Amniotic fluid by FISH
Tumor Marker Test Value Set,LOINC,,62367-8,Chromosome analysis panel by FISH
Tumor Marker Test Value Set,LOINC,,62862-8,Microsatellite instability [Presence] in Tissue by Immune stain
Tumor Marker Test Value Set,LOINC,,63068-1,TOP2A gene copy number/Chromosome 17 copy number in Tissue by FISH
Tumor Marker Test Value Set,LOINC,,63070-7,TOP2A gene 17q21-22 deletion and duplication mutation analysis [Presence] in Tissue by FISH
Tumor Marker Test Value Set,LOINC,,66762-6,Choriogonadotropin.beta subunit [Units/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,66763-4,Choriogonadotropin.beta subunit [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,66950-7,MALT1 18q21 gene rearrangements in Blood or Tissue by FISH
Tumor Marker Test Value Set,LOINC,,68387-0,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,68452-2,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid by Pyruvate to lactate reaction
Tumor Marker Test Value Set,LOINC,,68453-0,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid by Lactate to pyruvate reaction
Tumor Marker Test Value Set,LOINC,,6875-9,Cancer Ag 15-3 [Units/volume] in Serum or Plasma
Tumor Marker Test Value Set,LOINC,,68923-2,Cancer Ag 125 [Units/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,68924-0,Cancer Ag 72-4 [Units/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,68925-7,Cancer Ag 72-4 [Units/volume] in Cerebral spinal fluid
Tumor Marker Test Value Set,LOINC,,68926-5,Cancer Ag 72-4 [Units/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,68939-8,Enolase.neuron specific [Mass/volume] in Pleural fluid
Tumor Marker Test Value Set,LOINC,,68952-1,Enolase.neuron specific [Mass/volume] in Pericardial fluid
Tumor Marker Test Value Set,LOINC,,69361-4,PCA3 score in Urine by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,69362-2,PCA3 score in Urine Qualitative by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,69560-1,Enolase.neuron specific [Mass/volume] in Peritoneal fluid
Tumor Marker Test Value Set,LOINC,,72211-6,"t(15;17)(q24.1;q21.1)(PML,RARA) bcr2 fusion transcript/control transcript [# Ratio] in Bone marrow by Molecular genetics method"
Tumor Marker Test Value Set,LOINC,,72215-7,"t(15;17)(q24.1;q21.1)(PML,RARA) bcr2 fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method"
Tumor Marker Test Value Set,LOINC,,72333-8,JAK2 gene p.Val617Phe [Presence] in Bone marrow by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,72382-5,HER2 [Units/volume] in Tissue by Immunoassay
Tumor Marker Test Value Set,LOINC,,72383-3,HER2 [Presence] in Tissue by Immunoassay
Tumor Marker Test Value Set,LOINC,,72508-5,UGT1A1 gene c.A(TA)7TAA(*28) [Presence] in Blood or Tissue by Molecular genetics method
Tumor Marker Test Value Set,LOINC,,72520-0,FLT3 gene p.Asp835+Ile836 [Presence] in Blood or Tissue by Molecular genetics method
